id,product_id,manufacturer,category,product,customer_id,sale_date,sale_time,quantity,price,sale_total
21,20,Logitech,"Electronics,Accessories & Supplies,Audio & Video Accessories,Remote Controls & Accessories,TV & Video,TV Accessories,Remote Controls,TVs Entertainment,General Accessories,Accessories,Consumer Electronics,TV, Video & Home Audio,TV, Video & Audio Accessories,See more Logitech Harmony Ultimate One IR Remote With C...,TV Remote Controls,TV & Home Theater,TV & Home Theater Accessories,Universal Remote Controls,Stereo Accessories,Electronics Features",Logitech 915-000224  Harmony Ultimate One 15-Device Universal Infrared Remote with Customizable Touch Screen Control - Black,534,11/9/00,4:36:00 AM,3,121.99,365.97
22,6,CLARITY-TELECOM,"Office,Office Technology,Phones & Accessories,Headsets & Accessories,Walmart for Business,Office Electronics,Phones,Home, Garage & Office,Telephones & Communication,Special Needs Telephones,Categories,Big Button & Amplified Telephones,Electronics Features,Connected Home & Housewares,Phones Video Conferencing,Analog Phones Accessories,Phone Accessories,Collaboration IP Telephony",Clarity - Super-Loud Phone Ringer - White,89,11/9/00,11:25:00 PM,3,24.97,74.91
23,38,Sony,"Portable Bluetooth Speakers,Audio Docks & Mini Speakers,Bluetooth & Wireless Speakers,Portable Audio & Headphones,Portable Audio & Video,Electronics,TVs Entertainment,Speakers,Home Audio & Theater,Wireless Home Speakers,All Home Speakers,iPod, Audio Player Accessories,Consumer Electronics,Wireless Speakers,Wireless & Multiroom Audio,Wireless and Bluetooth Speakers,Home Audio,Portable Speakers & Docks,Audio,Wireless Multiroom Speakers,Wireless Multi-Room Speakers",SRS-ZR7 Wireless Speaker,543,11/10/00,4:29:00 AM,1,197.81,197.81
24,13,House of Marley,"Headphones,Electronics,Over-Ear Headphones,Audio,Over-Ear & On-Ear Headphones",House of Marley EM-DH003-PS TTR Noise-Cancelling Over-Ear Headphones (Black),593,11/10/00,2:54:00 AM,2,322.74,645.48
25,23,Microsoft,"Electronics,Computers,Computer Accessories,Keyboards, Mice & Joysticks,Keyboards,All Keyboards,Computers & Accessories,Computer Accessories & Peripherals,Keyboards, Mice & Accessories,Computers & Tablets,iPad & Tablet Accessories,Tablet Cases, Covers & Keyboard Folios,Computer Peripherals,Keyboards Accessories,Computers Features,Cases, Covers & Keyboard Folios,Name Brands,Microsoft,Microsoft Surface,Microsoft Surface Accessories,Microsoft Surface Cases & Covers,Microsoft Surface Tablets,Frys,Tablets,Cases",Microsoft Surface Pro 4 Type Cover with Fingerprint ID,251,12/5/00,2:39:00 PM,4,149.99,599.96
26,14,JBL,"Electronics,Car & Vehicle Electronics,Car Electronics,Car Audio,Speakers,Coaxial Speakers,Car Electronics & GPS,Car Speakers,6\\ x 8\\ Car Speakers","JBL - 6"" x 8"" 2-Way Coaxial Car Speakers with Polypropylene Cones (Pair) - Black",103,12/5/00,8:53:00 AM,3,125.77,377.31
27,38,Sony,"Portable Bluetooth Speakers,Audio Docks & Mini Speakers,Bluetooth & Wireless Speakers,Portable Audio & Headphones,Portable Audio & Video,Electronics,TVs Entertainment,Speakers,Home Audio & Theater,Wireless Home Speakers,All Home Speakers,iPod, Audio Player Accessories,Consumer Electronics,Wireless Speakers,Wireless & Multiroom Audio,Wireless and Bluetooth Speakers,Home Audio,Portable Speakers & Docks,Audio,Wireless Multiroom Speakers,Wireless Multi-Room Speakers",SRS-ZR7 Wireless Speaker,568,1/6/01,12:35:00 AM,1,197.81,197.81
28,15,JBL,"Mobile,Headphones,Bluetooth Headphones,Electronics,Audio,Over-Ear & On-Ear Headphones,Over-Ear Headphones,Shop Headphones by Type,Over-Ear and On-Ear Headphones,Frys",Everest Elite 700 Around-Ear Wireless Headphones (White),55,1/6/01,9:04:00 PM,2,212.56,425.12
29,19,Logitech,"Computers,Mice & Mice Pads,Computer Accessories,Computer Accessories & Peripherals,Keyboards, Mice & Joysticks,Electronics,Gaming Mice & Mice Pads,Accessories,Mice & Keyboards,Video Games,Gaming Mice,Computers & Tablets,Mice,Wireless & Bluetooth Mice",Logitech G403 Wireless Gaming Mouse with High Performance Gaming Sensor,665,1/8/01,7:09:00 PM,1,69.99,69.99
30,23,Microsoft,"Electronics,Computers,Computer Accessories,Keyboards, Mice & Joysticks,Keyboards,All Keyboards,Computers & Accessories,Computer Accessories & Peripherals,Keyboards, Mice & Accessories,Computers & Tablets,iPad & Tablet Accessories,Tablet Cases, Covers & Keyboard Folios,Computer Peripherals,Keyboards Accessories,Computers Features,Cases, Covers & Keyboard Folios,Name Brands,Microsoft,Microsoft Surface,Microsoft Surface Accessories,Microsoft Surface Cases & Covers,Microsoft Surface Tablets,Frys,Tablets,Cases",Microsoft Surface Pro 4 Type Cover with Fingerprint ID,24,1/8/01,9:00:00 PM,1,149.99,149.99
31,43,Toshiba,"Internal Solid State Drives,Computers & Accessories,Computer Accessories & Peripherals,Electronics,Computers & Tablets,Hard Drives & Storage,Data Storage",Toshiba - 3TB Internal Serial ATA III Hard Drive for Desktops,701,1/10/01,9:35:00 PM,2,208.81,417.62
32,10,DreamWave,"Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Portable Audio & Video,Electronics,Portable Speakers & Docks,Audio","DreamWave - Tremor Portable Bluetooth Speaker - Green,Black",667,1/10/01,10:04:00 PM,1,66.12,66.12
33,44,Toshiba,"Home Theater Systems,Portable Audio & Video,Electronics,MP3 & MP4 Player Accessories,Home Audio,Home Audio & Theater,All Home Stereos,Audio,Stereo Shelf Systems",Toshiba Micro Component Speaker System: Wireless Bluetooth Speaker Sound System with FM,590,1/10/01,3:09:00 PM,3,276.65,829.95
34,43,Toshiba,"Internal Solid State Drives,Computers & Accessories,Computer Accessories & Peripherals,Electronics,Computers & Tablets,Hard Drives & Storage,Data Storage",Toshiba - 3TB Internal Serial ATA III Hard Drive for Desktops,45,1/10/01,1:26:00 PM,4,208.81,835.24
35,22,MEE audio,"Headphones,Bluetooth Headphones,All Headphones,Electronics,Audio,Mobile",Air-Fi Runaway AF32 Stereo Bluetooth Wireless Headphones with Hidden Microphone (White),827,2/4/01,9:54:00 PM,3,230.34,691.02
36,50,Yamaha,"In-Wall & In-Ceiling Speakers,Electronics,In-Ceiling Speakers,TVs Entertainment,Speakers,Home Audio & Theater,All Home Speakers,Install Outdoor Speakers wbdadzefwwsbvcrtwtvxqqdxsqdwtdtrwt,Home Audio,Install Outdoor Speakers,In-Wall and In-Ceiling Speakers,Audio,all electronics",NS-IW480CWH In-Ceiling 8 Natural Sound Three-Way Speaker System (Pair),216,2/4/01,11:00:00 PM,1,515.52,515.52
37,47,WD,"Computers,Internal Hard Drives,Internal Drives,Drives, Storage & Blank Media,Computers & Accessories,Hard Drives (HDD, SSD & NAS),Computer Accessories & Peripherals,Internal Hard Disk Drives,Electronics,Hard Drives & Storage,Drives Storage,Computers/Tablets & Networking,Computer Components,Computers & Tablets,Data Storage",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,506,2/12/01,2:10:00 AM,1,121.46,121.46
38,5,Boytone,"Electronics,Portable Audio & Video,Home Audio & Theater,Home Audio,All Home Speakers,Speaker Systems,Consumer Electronics,TV, Video & Home Audio,Home Theater Systems,See more Black BOYTONE Bt-210f 30 Watt FM Radio Bluetoo...,Audio,Stereos,Speakers,Cell,MP3 Player Accessories,Portable Bluetooth Speakers,See more BOYTONE Bt-210f Bluetooth Wireless Speaker Mp3...",Boytone - 2500W 2.1-Ch. Home Theater System - Black Diamond,369,2/12/01,7:11:00 PM,1,527.39,527.39
39,19,Logitech,"Computers,Mice & Mice Pads,Computer Accessories,Computer Accessories & Peripherals,Keyboards, Mice & Joysticks,Electronics,Gaming Mice & Mice Pads,Accessories,Mice & Keyboards,Video Games,Gaming Mice,Computers & Tablets,Mice,Wireless & Bluetooth Mice",Logitech G403 Wireless Gaming Mouse with High Performance Gaming Sensor,390,3/2/01,10:59:00 PM,2,69.99,139.98
40,36,Sony,"Portable Bluetooth Speakers,Audio Docks & Mini Speakers,Used:TV Entertainment,Bluetooth & Wireless Speakers,Portable Audio & Headphones,Used:Portable Audio,Portable Audio & Video,Frys,Electronics,Sony SRS-HG1,Used:Speakers,Home Audio & Theater,Wireless Home Speakers,All Home Speakers,Mobile,iPod, Audio Player Accessories,Consumer Electronics,Mobile Bluetooth Speakers,Audio Speakers,Home Audio,Portable Speakers & Docks,Audio,Mobile Speakers",Sony SRSHG1/BLK Hi-Res Wireless Speaker- Charcoal black,541,3/2/01,12:36:00 PM,1,174.12,174.12
41,38,Sony,"Portable Bluetooth Speakers,Audio Docks & Mini Speakers,Bluetooth & Wireless Speakers,Portable Audio & Headphones,Portable Audio & Video,Electronics,TVs Entertainment,Speakers,Home Audio & Theater,Wireless Home Speakers,All Home Speakers,iPod, Audio Player Accessories,Consumer Electronics,Wireless Speakers,Wireless & Multiroom Audio,Wireless and Bluetooth Speakers,Home Audio,Portable Speakers & Docks,Audio,Wireless Multiroom Speakers,Wireless Multi-Room Speakers",SRS-ZR7 Wireless Speaker,774,3/4/01,6:09:00 AM,1,197.81,197.81
42,14,JBL,"Electronics,Car & Vehicle Electronics,Car Electronics,Car Audio,Speakers,Coaxial Speakers,Car Electronics & GPS,Car Speakers,6\\ x 8\\ Car Speakers","JBL - 6"" x 8"" 2-Way Coaxial Car Speakers with Polypropylene Cones (Pair) - Black",562,3/4/01,6:30:00 PM,3,125.77,377.31
43,1,Alpine,"Auto & Tires,Auto Electronics,Car Speakers and Subwoofers,6.5\\ Car Speakers,All Car Speakers & Subwoofers,Car Electronics & GPS,Car Audio,Car Speakers,Electronics,Car & Vehicle Electronics,Car Electronics,Speakers,Coaxial Speakers","Alpine - 6-1/2"" 2-Way Coaxial Car Speakers with Polypropylene Cones (Pair) - Black",203,3/7/01,2:52:00 AM,3,235.45,706.35
44,22,MEE audio,"Headphones,Bluetooth Headphones,All Headphones,Electronics,Audio,Mobile",Air-Fi Runaway AF32 Stereo Bluetooth Wireless Headphones with Hidden Microphone (White),561,3/7/01,11:08:00 AM,3,230.34,691.02
45,11,Glengery,"stone products,electronics,Parts & Accessories,brick manufacturing,landmark stone,Car Electronics,brick manufacturing process,eBay Motors,natural stone,brick designs,Digital Media Receivers,Car Stereo Receivers,Vehicle Electronics & GPS,brick,Electronics Features,Video In-Dash Units w/o GPS,Car Video,thin brick,Car Audio In-Dash Units,Car Audio,Consumer Electronics,brick sizes,glen gery,manufactured stone,Car Video Units W/out GPS/Nav,Apple CarPlay Receivers,In-Dash with GPS,brick colors,Car Electronics & GPS",Alpine,581,4/12/01,2:45:00 PM,1,368.87,368.87
46,38,Sony,"Portable Bluetooth Speakers,Audio Docks & Mini Speakers,Bluetooth & Wireless Speakers,Portable Audio & Headphones,Portable Audio & Video,Electronics,TVs Entertainment,Speakers,Home Audio & Theater,Wireless Home Speakers,All Home Speakers,iPod, Audio Player Accessories,Consumer Electronics,Wireless Speakers,Wireless & Multiroom Audio,Wireless and Bluetooth Speakers,Home Audio,Portable Speakers & Docks,Audio,Wireless Multiroom Speakers,Wireless Multi-Room Speakers",SRS-ZR7 Wireless Speaker,251,4/12/01,6:53:00 PM,3,197.81,593.43
47,36,Sony,"Portable Bluetooth Speakers,Audio Docks & Mini Speakers,Used:TV Entertainment,Bluetooth & Wireless Speakers,Portable Audio & Headphones,Used:Portable Audio,Portable Audio & Video,Frys,Electronics,Sony SRS-HG1,Used:Speakers,Home Audio & Theater,Wireless Home Speakers,All Home Speakers,Mobile,iPod, Audio Player Accessories,Consumer Electronics,Mobile Bluetooth Speakers,Audio Speakers,Home Audio,Portable Speakers & Docks,Audio,Mobile Speakers",Sony SRSHG1/BLK Hi-Res Wireless Speaker- Charcoal black,540,6/11/01,9:12:00 AM,3,174.12,522.36
48,30,Samsung,"LED & LCD TVs,All TVs,Refurbished TVs,TV & Video,Electronics,Shop TVs by Type,Television & Video,Televisions,TVs Entertainment",SAMSUNG 40'' Class FHD (1080P) Smart LED TV (UN40M5300),392,6/11/01,2:54:00 AM,1,699.99,699.99
49,41,Sony,"Electronics,Home Audio & Theater,Home Theater,Home Theater Systems,Consumer Electronics,Portable Audio & Headphones,iPod, Audio Player Accessories,Audio Docks & Mini Speakers,TVs Entertainment,Tabletop Audio,Mini Hi-Fi Systems,Audio,Home Audio,Stereo Shelf Systems,Frys,Shelf Systems,CD Players,Portable Audio",Sony LBT-GPX555 Mini-System with Bluetooth and NFC,323,8/4/01,8:24:00 PM,2,268.12,536.24
50,42,SVS,"Speaker Separates,Center Channel Speakers,Electronics,TVs Entertainment,Speakers,Home Audio,Center-Channel Speakers,Audio,Speaker Separates baesfadqwexxbctqsw",Prime Three-Way Center Channel Speaker (Premium Black Ash),830,8/4/01,3:34:00 PM,1,160.62,160.62
51,27,Peerless-AV,"Office,Projectors & Presentation Equipment,Audio Visual Presentation,TV Stands, Mounts & Furniture,Projector Mounts Accessories,Projector Mounts & Screens,Projector Mounts,Electronics,TV & Home Theater,Office Technology,Mounts Carts,Mounting Plates,A/V Presentation,Networking Products,Powerline Network Adapters,Network Adapters",Round LCD/Projector Ceiling Plate - Black,868,9/3/01,10:23:00 PM,2,511.14,"1,022.28"
52,44,Toshiba,"Home Theater Systems,Portable Audio & Video,Electronics,MP3 & MP4 Player Accessories,Home Audio,Home Audio & Theater,All Home Stereos,Audio,Stereo Shelf Systems",Toshiba Micro Component Speaker System: Wireless Bluetooth Speaker Sound System with FM,201,9/3/01,1:04:00 PM,3,276.65,829.95
53,7,Corsair,"Computers,Memory (RAM),Computers & Accessories,Computer Components,Memory,Memory Upgrades,Electronics,Computers & Tablets,Computer Cards & Components,Laptop Memory",Corsair CMSA8GX3M2A1066C7 Apple 8 GB Dual Channel Kit DDR3 1066 (PC3 8500) 204-Pin DDR3 Laptop SO-DIMM Memory 1.5V,333,9/4/01,12:05:00 AM,2,315.01,630.02
54,45,Ultimate Ears,"Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Portable Audio & Video,Electronics,Portable Speakers & Docks,Audio,All Bluetooth & Wireless Speakers",Ultimate Ears MEGABLAST Portable Wi-Fi/Bluetooth Speaker with hands-free Amazon Alexa voice control (waterproof) - Graphite Black,607,9/4/01,6:35:00 AM,1,163.58,163.58
55,3,Bose,"Surround Speakers,TV, Video & Home Audio,Surround Sound Systems,Electronics,All Home Theater Systems,TVs Entertainment,Speakers,Consumer Electronics,Home Theater Systems,TV Sound Systems,Audio & Home Theatre,Home Audio,Audio",Acoustimass 6 Series V Home Theater Speaker System (Black),136,9/5/01,10:14:00 AM,2,431.64,863.28
56,8,Definitive Technology,"Outdoor Speakers,Electronics Features,Electronics,TVs Entertainment,Speakers,Install Outdoor Speakers,Home Audio,Home Audio & Theater,Audio,All Home Speakers","AW6500 All-Weather Outdoor Speaker (White, Single)",66,9/5/01,5:20:00 PM,3,524.55,"1,573.65"
57,47,WD,"Computers,Internal Hard Drives,Internal Drives,Drives, Storage & Blank Media,Computers & Accessories,Hard Drives (HDD, SSD & NAS),Computer Accessories & Peripherals,Internal Hard Disk Drives,Electronics,Hard Drives & Storage,Drives Storage,Computers/Tablets & Networking,Computer Components,Computers & Tablets,Data Storage",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,277,9/6/01,2:11:00 PM,1,121.46,121.46
58,27,Peerless-AV,"Office,Projectors & Presentation Equipment,Audio Visual Presentation,TV Stands, Mounts & Furniture,Projector Mounts Accessories,Projector Mounts & Screens,Projector Mounts,Electronics,TV & Home Theater,Office Technology,Mounts Carts,Mounting Plates,A/V Presentation,Networking Products,Powerline Network Adapters,Network Adapters",Round LCD/Projector Ceiling Plate - Black,348,9/6/01,10:47:00 PM,3,511.14,"1,533.42"
59,32,Sanus,"Audio & Video Accessories,TV Mounts,TV Accessories & Parts,Electronics,A/V Presentation,Accessories & Supplies,TV Ceiling & Wall Mounts",Sanus VLF410B1 10-Inch Super Slim Full-Motion Mount for 37 - 84 Inches TV's,698,11/5/01,7:32:00 PM,3,281.69,845.07
60,41,Sony,"Electronics,Home Audio & Theater,Home Theater,Home Theater Systems,Consumer Electronics,Portable Audio & Headphones,iPod, Audio Player Accessories,Audio Docks & Mini Speakers,TVs Entertainment,Tabletop Audio,Mini Hi-Fi Systems,Audio,Home Audio,Stereo Shelf Systems,Frys,Shelf Systems,CD Players,Portable Audio",Sony LBT-GPX555 Mini-System with Bluetooth and NFC,23,11/5/01,1:01:00 AM,3,268.12,804.36
61,36,Sony,"Portable Bluetooth Speakers,Audio Docks & Mini Speakers,Used:TV Entertainment,Bluetooth & Wireless Speakers,Portable Audio & Headphones,Used:Portable Audio,Portable Audio & Video,Frys,Electronics,Sony SRS-HG1,Used:Speakers,Home Audio & Theater,Wireless Home Speakers,All Home Speakers,Mobile,iPod, Audio Player Accessories,Consumer Electronics,Mobile Bluetooth Speakers,Audio Speakers,Home Audio,Portable Speakers & Docks,Audio,Mobile Speakers",Sony SRSHG1/BLK Hi-Res Wireless Speaker- Charcoal black,215,12/8/01,2:26:00 AM,2,174.12,348.24
62,30,Samsung,"LED & LCD TVs,All TVs,Refurbished TVs,TV & Video,Electronics,Shop TVs by Type,Television & Video,Televisions,TVs Entertainment",SAMSUNG 40'' Class FHD (1080P) Smart LED TV (UN40M5300),233,12/8/01,7:48:00 AM,2,699.99,"1,399.98"
63,14,JBL,"Electronics,Car & Vehicle Electronics,Car Electronics,Car Audio,Speakers,Coaxial Speakers,Car Electronics & GPS,Car Speakers,6\\ x 8\\ Car Speakers","JBL - 6"" x 8"" 2-Way Coaxial Car Speakers with Polypropylene Cones (Pair) - Black",471,12/9/01,10:06:00 PM,1,125.77,125.77
64,48,Yamaha,"TV, Video & Home Audio,Receivers,Electronics,TVs Entertainment,Compact & Shelf Stereos,Consumer Electronics,Home Audio Stereos, Components,Audio & Home Theatre,Receivers & Amplifiers,Home Audio Components,Home Audio,CD Players Changers,Audio,Compact Radios & Stereos,Stereo Shelf Systems",CRX-322 CD Receiver,659,12/9/01,3:44:00 PM,1,70.12,70.12
65,21,Lowepro,"Photography,Photography Bags Cases,Camera Bags,Backpacks,Backpacks ffvzrevebzuqvcddwzzxeuwva,Cameras & Camcorders,Digital Camera Accessories,Camera Bags, Cases & Straps,Camera Backpacks,Electronics,Camera Accessories,Camera Bags & Cases,Computers Features,Bag & Case Accessories,Camera & Photo Features,Camera & Photo,Bags & Cases,Camera Cases,Outdoor Recreation,Hiking Daypacks,Backpacking Packs",Flipside 300 Backpack (Black),620,1/7/02,7:55:00 PM,1,79.99,79.99
66,6,CLARITY-TELECOM,"Office,Office Technology,Phones & Accessories,Headsets & Accessories,Walmart for Business,Office Electronics,Phones,Home, Garage & Office,Telephones & Communication,Special Needs Telephones,Categories,Big Button & Amplified Telephones,Electronics Features,Connected Home & Housewares,Phones Video Conferencing,Analog Phones Accessories,Phone Accessories,Collaboration IP Telephony",Clarity - Super-Loud Phone Ringer - White,315,1/7/02,6:04:00 PM,3,24.97,74.91
67,20,Logitech,"Electronics,Accessories & Supplies,Audio & Video Accessories,Remote Controls & Accessories,TV & Video,TV Accessories,Remote Controls,TVs Entertainment,General Accessories,Accessories,Consumer Electronics,TV, Video & Home Audio,TV, Video & Audio Accessories,See more Logitech Harmony Ultimate One IR Remote With C...,TV Remote Controls,TV & Home Theater,TV & Home Theater Accessories,Universal Remote Controls,Stereo Accessories,Electronics Features",Logitech 915-000224  Harmony Ultimate One 15-Device Universal Infrared Remote with Customizable Touch Screen Control - Black,432,1/11/02,8:46:00 PM,1,121.99,121.99
